doc_no,doc_type,placement_ref,doc_date,net_amount,currency,modified_at
INV-103239,INV,PL-003239,18/10/2025,23037.6,GBP,18/10/2025 07:30
INV-103240,INV,PL-003240,29/11/2025,14295.6,GBP,30/11/2025 15:33
INV-103241,INV,PL-003241,05/11/2025,26327.7,USD,07/11/2025 08:02
INV-103242,INV,PL-003242,29/11/2025,19403.8,GBP,29/11/2025 16:41
INV-103243,INV,PL-003243,22/10/2025,14272.5,EUR,24/10/2025 16:40
INV-103244,INV,PL-003244,30/11/2025,115944.5,HKD,01/12/2025 11:27
INV-103245,INV,PL-003245,24/11/2025,17415.0,EUR,26/11/2025 07:58
INV-103246,INV,PL-003246,19/11/2025,24276.0,GBP,21/11/2025 09:50
INV-103247,INV,PL-003247,16/11/2025,27253.8,SGD,17/11/2025 16:16
INV-103248,INV,PL-003248,08/11/2025,18320.7,EUR,10/11/2025 08:48
CRN-200303,CRN,PL-003248,29/12/2025,9160.35,EUR,31/12/2025 08:09
INV-103249,INV,PL-003249,01/11/2025,18480.0,EUR,02/11/2025 20:40
CRN-200304,CRN,PL-003249,29/01/2026,4620.0,EUR,29/01/2026 17:45
INV-103250,INV,PL-003250,23/10/2025,18964.8,GBP,23/10/2025 20:39
INV-103251,INV,PL-003251,01/11/2025,18674.5,EUR,01/11/2025 09:47
INV-103252,INV,PL-003252,03/11/2025,27255.2,USD,05/11/2025 10:32
INV-103253,INV,PL-003253,24/10/2025,17339.4,GBP,24/10/2025 19:17
INV-103254,INV,PL-003254,29/10/2025,14445.2,GBP,31/10/2025 18:54
INV-103255,INV,PL-003255,14/11/2025,15615.0,EUR,14/11/2025 20:47
INV-103256,INV,PL-003256,17/11/2025,22052.8,USD,19/11/2025 07:07
INV-103257,INV,PL-003257,02/11/2025,15875.2,GBP,04/11/2025 17:42
INV-103258,INV,PL-003258,06/11/2025,25280.0,GBP,07/11/2025 20:31
CRN-200305,CRN,PL-003258,25/11/2025,25280.0,GBP,25/11/2025 19:28
INV-103259,INV,PL-003259,06/11/2025,16964.5,EUR,06/11/2025 08:25
INV-103260,INV,PL-003260,23/11/2025,23131.2,EUR,23/11/2025 09:24
INV-103261,INV,PL-003261,03/11/2025,21742.5,GBP,05/11/2025 07:09
INV-103262,INV,PL-003262,01/12/2025,27900.6,EUR,02/12/2025 07:23
CRN-200306,CRN,PL-003262,13/12/2025,27900.6,EUR,13/12/2025 20:08
INV-103263,INV,PL-003263,08/12/2025,27910.4,SGD,08/12/2025 07:52
INV-103264,INV,PL-003264,22/11/2025,18905.0,GBP,23/11/2025 18:57
INV-103265,INV,PL-003265,12/11/2025,25221.0,USD,13/11/2025 10:46
INV-103266,INV,PL-003266,17/10/2025,26268.0,USD,18/10/2025 09:25
INV-103267,INV,PL-003267,18/11/2025,23930.4,GBP,18/11/2025 10:36
INV-103268,INV,PL-003268,26/11/2025,21807.6,EUR,27/11/2025 20:44
INV-103269,INV,PL-003269,07/11/2025,18277.1,CHF,07/11/2025 13:55
INV-103270,INV,PL-003270,22/11/2025,22896.0,USD,24/11/2025 11:23
INV-103271,INV,PL-003271,14/11/2025,16871.5,EUR,15/11/2025 16:04
INV-103272,INV,PL-003272,16/10/2025,24029.4,SGD,17/10/2025 11:38
CRN-200307,CRN,PL-003272,03/12/2025,12014.7,SGD,04/12/2025 10:47
INV-103273,INV,PL-003273,24/10/2025,11054.7,EUR,25/10/2025 07:22
INV-103274,INV,PL-003274,23/11/2025,26870.9,USD,23/11/2025 09:19
INV-103275,INV,PL-003275,26/11/2025,35091.0,USD,27/11/2025 20:59
INV-103276,INV,PL-003276,15/12/2025,22974.4,USD,15/12/2025 13:57
CRN-200308,CRN,PL-003276,08/01/2026,22974.4,USD,10/01/2026 18:54
INV-103277,INV,PL-003277,23/11/2025,14071.5,EUR,23/11/2025 20:12
INV-103278,INV,PL-003278,05/11/2025,8528.0,GBP,07/11/2025 07:16
INV-103279,INV,PL-003279,13/11/2025,23353.6,USD,13/11/2025 08:27
INV-103280,INV,PL-003280,21/10/2025,173449.8,HKD,21/10/2025 12:33
INV-103281,INV,PL-003281,14/12/2025,22912.5,GBP,16/12/2025 11:29
INV-103282,INV,PL-003282,25/10/2025,20700.9,CHF,25/10/2025 20:00
INV-103283,INV,PL-003283,20/11/2025,19982.4,EUR,20/11/2025 18:56
INV-103284,INV,PL-003284,31/10/2025,13256.2,GBP,02/11/2025 20:15
INV-103285,INV,PL-003285,30/11/2025,18916.2,EUR,02/12/2025 15:51
INV-103286,INV,PL-003286,04/12/2025,24172.8,USD,06/12/2025 07:44
INV-103287,INV,PL-003287,07/11/2025,136055.2,HKD,08/11/2025 16:54
INV-103288,INV,PL-003288,29/10/2025,26014.5,GBP,29/10/2025 19:56
INV-103289,INV,PL-003289,10/12/2025,16340.0,EUR,11/12/2025 19:48
INV-103290,INV,PL-003290,09/11/2025,16463.0,EUR,10/11/2025 19:08
CRN-200309,CRN,PL-003290,08/12/2025,16463.0,EUR,09/12/2025 08:47
INV-103291,INV,PL-003291,10/11/2025,14413.6,GBP,11/11/2025 10:10
INV-103292,INV,PL-003292,14/11/2025,33370.0,SGD,14/11/2025 14:25
INV-103293,INV,PL-003293,10/11/2025,22622.6,EUR,10/11/2025 08:11
INV-103294,INV,PL-003294,29/11/2025,15472.4,EUR,29/11/2025 17:18
CRN-200310,CRN,PL-003294,01/03/2026,3868.1,EUR,03/03/2026 14:49
INV-103295,INV,PL-003295,29/10/2025,13560.5,GBP,29/10/2025 19:23
INV-103296,INV,PL-003296,12/12/2025,13714.5,GBP,14/12/2025 17:37
INV-103297,INV,PL-003297,15/12/2025,11978.4,EUR,16/12/2025 08:17
INV-103298,INV,PL-003298,14/11/2025,17152.2,EUR,14/11/2025 19:49
INV-103299,INV,PL-003299,06/11/2025,16748.5,GBP,07/11/2025 20:05
INV-103300,INV,PL-003300,29/10/2025,19038.0,USD,29/10/2025 12:11
INV-103301,INV,PL-003301,04/12/2025,10701.0,GBP,05/12/2025 09:05
CRN-200311,CRN,PL-003301,16/02/2026,2675.25,GBP,17/02/2026 20:21
INV-103302,INV,PL-003302,23/11/2025,27621.0,SGD,24/11/2025 14:53
INV-103303,INV,PL-003303,27/10/2025,27451.0,USD,27/10/2025 09:12
INV-103304,INV,PL-003304,12/12/2025,27508.8,MYR,12/12/2025 13:13
INV-103305,INV,PL-003305,20/12/2025,23574.4,EUR,20/12/2025 20:30
INV-103306,INV,PL-003306,23/11/2025,17712.0,EUR,24/11/2025 17:20
INV-103307,INV,PL-003307,08/12/2025,11662.0,GBP,09/12/2025 13:08
INV-103308,INV,PL-003308,31/10/2025,21216.0,GBP,31/10/2025 15:36
CRN-200312,CRN,PL-003308,23/01/2026,5304.0,GBP,24/01/2026 11:13
INV-103309,INV,PL-003309,20/12/2025,33105.6,CHF,20/12/2025 19:14
INV-103310,INV,PL-003310,31/10/2025,22860.0,USD,31/10/2025 15:37
INV-103311,INV,PL-003311,09/11/2025,31178.0,SGD,10/11/2025 07:43
INV-103312,INV,PL-003312,12/12/2025,20507.7,GBP,13/12/2025 12:44
INV-103313,INV,PL-003313,23/11/2025,29698.9,MYR,24/11/2025 18:49
INV-103314,INV,PL-003314,08/12/2025,13474.6,GBP,08/12/2025 09:18
INV-103315,INV,PL-003315,19/12/2025,16667.2,EUR,20/12/2025 07:21
INV-103316,INV,PL-003316,04/12/2025,17748.0,GBP,04/12/2025 07:51
CRN-200313,CRN,PL-003316,27/02/2026,4437.0,GBP,28/02/2026 07:36
INV-103317,INV,PL-003317,02/12/2025,131630.4,HKD,04/12/2025 13:12
INV-103318,INV,PL-003318,04/12/2025,31291.9,USD,06/12/2025 11:46
INV-103319,INV,PL-003319,07/12/2025,14974.2,EUR,09/12/2025 18:23
INV-103320,INV,PL-003320,22/12/2025,14946.8,EUR,24/12/2025 15:41
INV-103321,INV,PL-003321,08/11/2025,161170.8,HKD,09/11/2025 19:54
INV-103322,INV,PL-003322,11/12/2025,20492.0,EUR,12/12/2025 13:11
INV-103323,INV,PL-003323,13/11/2025,36174.6,MYR,15/11/2025 11:23
CRN-200314,CRN,PL-003323,25/01/2026,9043.65,MYR,27/01/2026 20:16
INV-103324,INV,PL-003324,24/12/2025,20145.0,USD,24/12/2025 07:37
INV-103325,INV,PL-003325,28/11/2025,12876.0,GBP,30/11/2025 16:47
INV-103326,INV,PL-003326,22/11/2025,16420.8,GBP,23/11/2025 08:51
INV-103327,INV,PL-003327,10/12/2025,29556.8,USD,10/12/2025 15:46
INV-103328,INV,PL-003328,08/11/2025,16888.8,CHF,09/11/2025 15:07
INV-103329,INV,PL-003329,22/12/2025,15830.4,GBP,24/12/2025 20:02
INV-103330,INV,PL-003330,09/12/2025,19273.8,GBP,11/12/2025 16:02
INV-103331,INV,PL-003331,20/12/2025,13219.2,EUR,22/12/2025 16:51
INV-103332,INV,PL-003332,24/12/2025,34384.0,CHF,26/12/2025 14:45
INV-103333,INV,PL-003333,17/11/2025,18122.7,GBP,19/11/2025 14:47
INV-103334,INV,PL-003334,10/12/2025,12734.8,GBP,12/12/2025 09:00
INV-103335,INV,PL-003335,16/12/2025,34343.4,SGD,16/12/2025 09:52
INV-103336,INV,PL-003336,02/12/2025,29082.0,SGD,03/12/2025 08:06
INV-103337,INV,PL-003337,13/11/2025,17028.8,GBP,14/11/2025 20:19
INV-103338,INV,PL-003338,31/12/2025,21344.7,GBP,01/01/2026 14:59
INV-103339,INV,PL-003339,05/12/2025,14842.8,GBP,05/12/2025 10:41
INV-103340,INV,PL-003340,23/11/2025,8553.6,GBP,23/11/2025 08:34
INV-103341,INV,PL-003341,17/11/2025,24944.4,EUR,17/11/2025 13:23
INV-103342,INV,PL-003342,10/12/2025,14259.6,GBP,10/12/2025 17:24
INV-103343,INV,PL-003343,10/12/2025,20000.7,EUR,10/12/2025 17:12
INV-103344,INV,PL-003344,24/11/2025,30544.0,CHF,24/11/2025 08:29
INV-103345,INV,PL-003345,21/12/2025,18327.0,GBP,22/12/2025 12:35
INV-103346,INV,PL-003346,09/12/2025,35403.6,MYR,11/12/2025 17:42
INV-103347,INV,PL-003347,01/01/2026,15304.8,EUR,03/01/2026 11:45
INV-103348,INV,PL-003348,12/12/2025,26703.3,USD,13/12/2025 08:19
INV-103349,INV,PL-003349,02/12/2025,29856.5,CHF,03/12/2025 19:18
INV-103350,INV,PL-003350,04/12/2025,23929.1,GBP,04/12/2025 14:09
CRN-200315,CRN,PL-003350,20/12/2025,23929.1,GBP,22/12/2025 13:53
INV-103351,INV,PL-003351,28/12/2025,11936.4,GBP,30/12/2025 15:28
INV-103352,INV,PL-003352,08/12/2025,24563.2,SGD,10/12/2025 14:01
INV-103353,INV,PL-003353,04/01/2026,23867.1,EUR,04/01/2026 15:40
INV-103354,INV,PL-003354,26/12/2025,28591.5,USD,26/12/2025 17:09
INV-103355,INV,PL-003355,20/11/2025,16488.9,EUR,22/11/2025 15:33
INV-103356,INV,PL-003356,21/12/2025,21516.0,GBP,22/12/2025 12:02
INV-103357,INV,PL-003357,17/11/2025,14910.7,USD,17/11/2025 12:57
INV-103358,INV,PL-003358,05/01/2026,41777.4,MYR,07/01/2026 08:09
INV-103359,INV,PL-003359,15/12/2025,18645.6,GBP,15/12/2025 09:25
INV-103360,INV,PL-003360,16/11/2025,13723.8,EUR,16/11/2025 20:28
INV-103361,INV,PL-003361,22/12/2025,23671.2,USD,24/12/2025 07:15
INV-103362,INV,PL-003362,18/12/2025,13486.2,GBP,18/12/2025 20:05
INV-103363,INV,PL-003363,28/12/2025,13634.8,EUR,30/12/2025 12:44
INV-103364,INV,PL-003364,01/01/2026,23539.2,USD,01/01/2026 19:12
INV-103365,INV,PL-003365,11/12/2025,18952.6,GBP,13/12/2025 11:46
INV-103366,INV,PL-003366,25/11/2025,14250.6,GBP,27/11/2025 07:29
INV-103367,INV,PL-003367,27/11/2025,12749.0,GBP,29/11/2025 15:40
INV-103368,INV,PL-003368,12/12/2025,22728.3,EUR,14/12/2025 09:52
INV-103369,INV,PL-003369,27/11/2025,18858.7,GBP,28/11/2025 11:24
INV-103370,INV,PL-003370,23/11/2025,22484.4,USD,23/11/2025 08:03
INV-103371,INV,PL-003371,28/12/2025,18022.3,EUR,28/12/2025 18:20
INV-103372,INV,PL-003372,19/12/2025,39853.1,USD,20/12/2025 10:09
INV-103373,INV,PL-003373,22/11/2025,14383.0,GBP,22/11/2025 14:14
INV-103374,INV,PL-003374,29/12/2025,29276.4,USD,29/12/2025 12:42
INV-103375,INV,PL-003375,12/12/2025,20571.2,GBP,12/12/2025 20:23
INV-103376,INV,PL-003376,02/01/2026,28057.9,USD,04/01/2026 13:27
CRN-200316,CRN,PL-003376,15/01/2026,28057.9,USD,15/01/2026 15:05
INV-103377,INV,PL-003377,30/12/2025,10220.1,GBP,30/12/2025 20:38
INV-103378,INV,PL-003378,25/11/2025,19785.6,EUR,27/11/2025 20:20
INV-103379,INV,PL-003379,07/12/2025,96912.0,HKD,08/12/2025 10:50
INV-103380,INV,PL-003380,26/12/2025,25936.8,EUR,28/12/2025 19:25
INV-103381,INV,PL-003381,06/01/2026,13587.2,EUR,07/01/2026 12:29
INV-103382,INV,PL-003382,24/11/2025,16839.9,EUR,26/11/2025 11:30
INV-103383,INV,PL-003383,30/12/2025,22785.1,EUR,01/01/2026 20:39
INV-103384,INV,PL-003384,13/12/2025,35720.4,MYR,14/12/2025 08:11
INV-103385,INV,PL-003385,01/12/2025,15603.2,GBP,02/12/2025 12:47
INV-103386,INV,PL-003386,09/01/2026,36622.3,USD,10/01/2026 10:42
INV-103387,INV,PL-003387,16/12/2025,20567.4,EUR,16/12/2025 15:35
INV-103388,INV,PL-003388,18/12/2025,118790.1,HKD,19/12/2025 16:03
INV-103389,INV,PL-003389,19/12/2025,14913.6,EUR,20/12/2025 07:34
INV-103390,INV,PL-003390,18/12/2025,16210.4,GBP,19/12/2025 14:36
INV-103391,INV,PL-003391,01/01/2026,22361.4,USD,02/01/2026 17:04
INV-103392,INV,PL-003392,28/11/2025,18648.0,EUR,28/11/2025 14:05
INV-103393,INV,PL-003393,25/11/2025,28036.9,MYR,26/11/2025 09:01
CRN-200317,CRN,PL-003393,19/02/2026,7009.23,MYR,19/02/2026 16:33
INV-103394,INV,PL-003394,27/11/2025,22374.4,EUR,29/11/2025 13:52
INV-103395,INV,PL-003395,24/11/2025,33374.6,USD,26/11/2025 12:44
CRN-200318,CRN,PL-003395,14/02/2026,8343.65,USD,14/02/2026 13:39
INV-103396,INV,PL-003396,02/01/2026,21210.0,EUR,03/01/2026 15:25
INV-103397,INV,PL-003397,27/11/2025,25368.0,CHF,29/11/2025 12:18
INV-103398,INV,PL-003398,10/01/2026,25061.0,EUR,10/01/2026 19:24
INV-103399,INV,PL-003399,16/12/2025,16946.1,GBP,18/12/2025 09:22
INV-103400,INV,PL-003400,01/01/2026,23715.0,USD,03/01/2026 17:27
INV-103401,INV,PL-003401,03/01/2026,36274.8,USD,03/01/2026 13:11
INV-103402,INV,PL-003402,24/11/2025,20244.0,EUR,25/11/2025 14:18
INV-103403,INV,PL-003403,01/01/2026,20715.9,EUR,02/01/2026 20:58
INV-103404,INV,PL-003404,13/01/2026,17454.3,EUR,14/01/2026 11:03
INV-103405,INV,PL-003405,12/12/2025,20657.2,EUR,12/12/2025 15:08
INV-103406,INV,PL-003406,26/12/2025,28188.0,USD,26/12/2025 07:40
INV-103407,INV,PL-003407,28/11/2025,134360.4,HKD,28/11/2025 18:09
INV-103408,INV,PL-003408,28/11/2025,33538.4,USD,28/11/2025 14:11
INV-103409,INV,PL-003409,27/12/2025,18308.0,USD,27/12/2025 08:59
INV-103410,INV,PL-003410,18/12/2025,20652.8,EUR,18/12/2025 18:49
INV-103411,INV,PL-003411,04/12/2025,19514.4,USD,06/12/2025 16:50
CRN-200319,CRN,PL-003411,25/12/2025,19514.4,USD,26/12/2025 14:52
INV-103412,INV,PL-003412,15/12/2025,19254.4,USD,15/12/2025 10:52
INV-103413,INV,PL-003413,07/12/2025,40844.4,USD,09/12/2025 19:41
INV-103414,INV,PL-003414,28/11/2025,32792.1,USD,30/11/2025 17:47
INV-103415,INV,PL-003415,24/12/2025,33040.0,USD,26/12/2025 14:45
INV-103416,INV,PL-003416,19/01/2026,12742.1,GBP,20/01/2026 15:04
INV-103417,INV,PL-003417,10/12/2025,26431.6,USD,12/12/2025 16:15
INV-103418,INV,PL-003418,25/01/2026,27859.6,EUR,26/01/2026 16:14
INV-103419,INV,PL-003419,08/01/2026,18760.5,EUR,08/01/2026 12:59
CRN-200320,CRN,PL-003419,19/03/2026,9380.25,EUR,21/03/2026 11:51
INV-103420,INV,PL-003420,26/12/2025,15976.7,EUR,27/12/2025 16:00
INV-103421,INV,PL-003421,17/01/2026,36169.2,USD,19/01/2026 16:23
CRN-200321,CRN,PL-003421,13/02/2026,36169.2,USD,14/02/2026 19:38
INV-103422,INV,PL-003422,17/01/2026,10867.5,GBP,19/01/2026 13:04
INV-103423,INV,PL-003423,22/01/2026,20380.6,EUR,22/01/2026 19:37
INV-103424,INV,PL-003424,12/12/2025,18593.5,GBP,12/12/2025 14:12
INV-103425,INV,PL-003425,24/01/2026,23976.0,EUR,26/01/2026 14:48
INV-103426,INV,PL-003426,18/12/2025,23602.4,CHF,19/12/2025 20:42
INV-103427,INV,PL-003427,07/12/2025,15725.0,GBP,09/12/2025 16:25
INV-103428,INV,PL-003428,24/12/2025,13103.6,GBP,24/12/2025 13:36
INV-103429,INV,PL-003429,23/12/2025,12727.6,EUR,23/12/2025 15:18
CRN-200322,CRN,PL-003429,10/02/2026,6363.8,EUR,12/02/2026 15:24
INV-103430,INV,PL-003430,29/12/2025,33753.6,SGD,29/12/2025 16:50
INV-103431,INV,PL-003431,27/01/2026,17681.3,EUR,29/01/2026 14:01
CRN-200323,CRN,PL-003431,23/03/2026,8840.65,EUR,23/03/2026 20:34
INV-103432,INV,PL-003432,03/12/2025,47994.0,USD,03/12/2025 16:45
CRN-200324,CRN,PL-003432,16/02/2026,11998.5,USD,17/02/2026 19:47
INV-103433,INV,PL-003433,05/12/2025,12715.6,GBP,05/12/2025 12:05
CRN-200325,CRN,PL-003433,21/01/2026,6357.8,GBP,22/01/2026 09:16
INV-103434,INV,PL-003434,07/12/2025,12045.0,GBP,09/12/2025 12:41
INV-103435,INV,PL-003435,08/01/2026,15444.0,EUR,09/01/2026 14:10
INV-103436,INV,PL-003436,07/01/2026,11076.8,EUR,07/01/2026 16:54
CRN-200326,CRN,PL-003436,22/01/2026,11076.8,EUR,22/01/2026 12:00
INV-103437,INV,PL-003437,20/01/2026,41941.3,CHF,21/01/2026 07:46
INV-103438,INV,PL-003438,29/12/2025,22072.0,SGD,31/12/2025 14:33
CRN-200327,CRN,PL-003438,15/01/2026,22072.0,SGD,15/01/2026 08:17
INV-103439,INV,PL-003439,17/12/2025,120612.0,HKD,17/12/2025 09:28
INV-103440,INV,PL-003440,20/01/2026,14250.6,GBP,20/01/2026 12:56
INV-103441,INV,PL-003441,21/01/2026,21130.2,EUR,21/01/2026 08:28
INV-103442,INV,PL-003442,22/12/2025,24780.0,USD,23/12/2025 19:45
INV-103443,INV,PL-003443,11/01/2026,13081.5,EUR,13/01/2026 11:31
INV-103444,INV,PL-003444,20/01/2026,25194.0,USD,21/01/2026 10:42
INV-103445,INV,PL-003445,20/01/2026,15481.6,EUR,21/01/2026 12:30
INV-103446,INV,PL-003446,08/01/2026,21582.0,EUR,08/01/2026 11:31
INV-103447,INV,PL-003447,14/01/2026,19784.7,EUR,14/01/2026 19:52
INV-103448,INV,PL-003448,10/01/2026,28656.0,SGD,12/01/2026 13:58
INV-103449,INV,PL-003449,28/01/2026,40808.8,USD,29/01/2026 12:54
INV-103450,INV,PL-003450,02/01/2026,43463.2,USD,03/01/2026 16:56
INV-103451,INV,PL-003451,09/01/2026,22932.0,EUR,11/01/2026 17:00
INV-103452,INV,PL-003452,26/12/2025,13158.6,EUR,27/12/2025 17:02
INV-103453,INV,PL-003453,13/12/2025,20260.8,EUR,14/12/2025 15:04
INV-103454,INV,PL-003454,02/01/2026,17550.0,GBP,03/01/2026 07:42
INV-103455,INV,PL-003455,28/12/2025,27265.8,USD,30/12/2025 12:27
CRN-200328,CRN,PL-003455,04/03/2026,6816.45,USD,04/03/2026 10:20
INV-103456,INV,PL-003456,30/01/2026,197231.4,HKD,30/01/2026 11:57
INV-103457,INV,PL-003457,12/01/2026,12092.5,GBP,13/01/2026 07:43
INV-103458,INV,PL-003458,08/12/2025,20240.0,EUR,08/12/2025 18:34
INV-103459,INV,PL-003459,28/12/2025,17373.6,GBP,30/12/2025 08:33
CRN-200329,CRN,PL-003459,16/02/2026,8686.8,GBP,18/02/2026 11:18
INV-103460,INV,PL-003460,01/01/2026,15915.2,GBP,02/01/2026 14:41
CRN-200330,CRN,PL-003460,30/01/2026,15915.2,GBP,31/01/2026 11:02
INV-103461,INV,PL-003461,17/12/2025,31132.0,USD,18/12/2025 07:46
INV-103462,INV,PL-003462,02/01/2026,22110.3,GBP,04/01/2026 19:59
INV-103463,INV,PL-003463,20/01/2026,21715.0,EUR,20/01/2026 19:38
INV-103464,INV,PL-003464,11/01/2026,17515.2,GBP,11/01/2026 17:42
INV-103465,INV,PL-003465,18/12/2025,17748.0,GBP,18/12/2025 20:55
INV-103466,INV,PL-003466,26/12/2025,28556.5,CHF,28/12/2025 18:51
INV-103467,INV,PL-003467,20/01/2026,24572.8,CHF,20/01/2026 15:46
INV-103468,INV,PL-003468,29/12/2025,21996.0,USD,29/12/2025 19:38
INV-103469,INV,PL-003469,23/01/2026,19928.0,GBP,24/01/2026 18:01
INV-103470,INV,PL-003470,27/12/2025,32486.5,USD,28/12/2025 18:20
INV-103471,INV,PL-003471,17/12/2025,44719.0,MYR,18/12/2025 12:58
INV-103472,INV,PL-003472,22/01/2026,23127.8,GBP,23/01/2026 07:32
INV-103473,INV,PL-003473,28/12/2025,28797.9,USD,29/12/2025 17:27
INV-103474,INV,PL-003474,05/01/2026,29020.0,CHF,05/01/2026 09:54
INV-103475,INV,PL-003475,24/12/2025,25652.0,EUR,26/12/2025 12:37
INV-103476,INV,PL-003476,13/01/2026,13860.0,EUR,13/01/2026 19:29
INV-103477,INV,PL-003477,07/02/2026,16401.6,EUR,09/02/2026 17:15
INV-103478,INV,PL-003478,16/01/2026,33566.4,CHF,18/01/2026 19:22
INV-103479,INV,PL-003479,31/01/2026,16548.3,GBP,02/02/2026 16:35
CRN-200331,CRN,PL-003479,24/04/2026,4137.07,GBP,26/04/2026 13:40
INV-103480,INV,PL-003480,23/12/2025,30395.2,SGD,24/12/2025 10:44
INV-103481,INV,PL-003481,26/01/2026,10795.0,EUR,27/01/2026 17:55
INV-103482,INV,PL-003482,31/01/2026,17384.4,EUR,31/01/2026 11:13
INV-103483,INV,PL-003483,30/12/2025,15336.0,EUR,30/12/2025 20:58
INV-103484,INV,PL-003484,15/01/2026,29612.1,USD,16/01/2026 15:54
INV-103485,INV,PL-003485,06/02/2026,27475.2,CHF,08/02/2026 16:29
INV-103486,INV,PL-003486,13/01/2026,19571.2,EUR,14/01/2026 10:10
INV-103487,INV,PL-003487,30/01/2026,29835.0,CHF,01/02/2026 19:11
INV-103488,INV,PL-003488,23/01/2026,19148.7,GBP,24/01/2026 18:06
CRN-200332,CRN,PL-003488,10/04/2026,4787.18,GBP,11/04/2026 15:18
INV-103489,INV,PL-003489,17/01/2026,18137.3,GBP,18/01/2026 08:42
INV-103490,INV,PL-003490,01/01/2026,16572.6,USD,02/01/2026 18:02
INV-103491,INV,PL-003491,06/02/2026,16942.0,GBP,08/02/2026 07:55
INV-103492,INV,PL-003492,16/01/2026,27792.0,CHF,17/01/2026 14:32
INV-103493,INV,PL-003493,20/12/2025,18130.0,EUR,20/12/2025 13:48
INV-103494,INV,PL-003494,23/01/2026,14598.6,EUR,24/01/2026 20:04
INV-103495,INV,PL-003495,07/02/2026,52940.0,MYR,07/02/2026 16:43
INV-103496,INV,PL-003496,10/02/2026,13338.0,EUR,10/02/2026 12:57
INV-103497,INV,PL-003497,29/01/2026,19458.0,EUR,31/01/2026 12:36
INV-103498,INV,PL-003498,11/01/2026,18447.0,GBP,11/01/2026 07:18
INV-103499,INV,PL-003499,19/01/2026,139335.4,HKD,19/01/2026 15:24
INV-103500,INV,PL-003500,07/01/2026,16625.2,CHF,07/01/2026 13:11
INV-103501,INV,PL-003501,07/01/2026,21403.2,GBP,08/01/2026 19:51
INV-103502,INV,PL-003502,25/12/2025,28623.3,USD,27/12/2025 17:45
INV-103503,INV,PL-003503,07/02/2026,15052.8,GBP,08/02/2026 20:40
INV-103504,INV,PL-003504,27/12/2025,151153.8,HKD,27/12/2025 20:38
INV-103505,INV,PL-003505,24/12/2025,16598.0,EUR,26/12/2025 18:04
INV-103506,INV,PL-003506,07/01/2026,12684.0,GBP,09/01/2026 11:46
INV-103507,INV,PL-003507,29/01/2026,128339.5,HKD,29/01/2026 08:51
INV-103508,INV,PL-003508,18/01/2026,16852.0,GBP,19/01/2026 16:03
INV-103509,INV,PL-003509,23/12/2025,34958.7,SGD,23/12/2025 13:55
INV-103510,INV,PL-003510,26/01/2026,15376.0,GBP,26/01/2026 16:31
INV-103511,INV,PL-003511,25/01/2026,22431.5,CHF,27/01/2026 09:11
INV-103512,INV,PL-003512,10/01/2026,17973.2,EUR,10/01/2026 18:48
INV-103513,INV,PL-003513,31/12/2025,25092.0,SGD,01/01/2026 17:03
INV-103514,INV,PL-003514,08/01/2026,19876.2,EUR,08/01/2026 15:16
INV-103515,INV,PL-003515,21/01/2026,16652.0,EUR,21/01/2026 19:10
INV-103516,INV,PL-003516,23/01/2026,18915.0,EUR,25/01/2026 17:41
INV-103517,INV,PL-003517,29/12/2025,21694.4,EUR,31/12/2025 13:55
INV-103518,INV,PL-003518,29/01/2026,16109.0,USD,30/01/2026 13:52
INV-103519,INV,PL-003519,18/01/2026,13672.1,USD,18/01/2026 07:58
INV-103520,INV,PL-003520,30/01/2026,22811.4,EUR,01/02/2026 19:28
INV-103521,INV,PL-003521,31/12/2025,30210.0,MYR,02/01/2026 13:38
INV-103522,INV,PL-003522,19/02/2026,22118.8,GBP,21/02/2026 15:43
CRN-200333,CRN,PL-003522,08/03/2026,22118.8,GBP,10/03/2026 18:03
INV-103523,INV,PL-003523,22/01/2026,14555.5,EUR,23/01/2026 18:12
INV-103524,INV,PL-003524,27/12/2025,9836.3,EUR,28/12/2025 17:43
INV-103525,INV,PL-003525,29/01/2026,37111.2,MYR,30/01/2026 09:00
INV-103526,INV,PL-003526,28/12/2025,30487.4,SGD,30/12/2025 17:25
INV-103527,INV,PL-003527,20/01/2026,24174.0,SGD,21/01/2026 17:53
CRN-200334,CRN,PL-003527,09/02/2026,24174.0,SGD,11/02/2026 18:05
INV-103528,INV,PL-003528,08/02/2026,37318.0,USD,08/02/2026 20:52
INV-103529,INV,PL-003529,01/02/2026,27521.6,USD,01/02/2026 18:11
INV-103530,INV,PL-003530,10/01/2026,123506.7,HKD,12/01/2026 12:08
INV-103531,INV,PL-003531,20/01/2026,13486.2,GBP,20/01/2026 11:44
INV-103532,INV,PL-003532,27/12/2025,28829.0,USD,29/12/2025 14:17
CRN-200335,CRN,PL-003532,28/02/2026,14414.5,USD,02/03/2026 07:53
INV-103533,INV,PL-003533,24/01/2026,14570.0,EUR,25/01/2026 17:41
INV-103534,INV,PL-003534,17/02/2026,16523.2,GBP,18/02/2026 20:10
INV-103535,INV,PL-003535,08/01/2026,22746.0,EUR,08/01/2026 17:47
INV-103536,INV,PL-003536,20/02/2026,13986.0,EUR,21/02/2026 16:11
INV-103537,INV,PL-003537,15/01/2026,20958.0,GBP,15/01/2026 18:58
